cell_id,latitude,longitude,lst_median_c,lst_p90_c,ndvi_median,ndbi_median,baseline_heat_risk_score,heat_risk_class,recommendation_1,recommendation_1_score,recommendation_1_priority,recommendation_1_reason,recommendation_2,recommendation_2_score,recommendation_2_priority,recommendation_2_reason,recommendation_3,recommendation_3_score,recommendation_3_priority,recommendation_3_reason
UC_17150_2309,10.31708567885156,77.03278140149246,24.23992027999998,25.77461126000003,0.8335212469100952,-0.4445273280143738,5.584063608167402,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.834; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.445; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 24.24 °C and baseline score is 5.6; targeted shade is a lower-priority option.
UC_17151_2309,10.317085678891267,77.03727297783179,25.832717600000024,27.94505396,0.7591007351875305,-0.3332214653491974,15.113449350129136,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.759; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.333; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 25.83 °C and baseline score is 15.1; targeted shade is a lower-priority option.
UC_17152_2309,10.317085678901575,77.0417645543327,29.11743482,34.398275720000015,0.6147885322570801,-0.1318783462047577,33.28973128061678,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.615; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.132; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.12 °C and baseline score is 33.3; targeted shade is a lower-priority option.
UC_17153_2309,10.317085678882489,77.04625613064341,28.36888843999997,32.65166750000003,0.6797094941139221,-0.2022194564342498,27.33316335384515,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.680; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.202; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.37 °C and baseline score is 27.3; targeted shade is a lower-priority option.
UC_17154_2309,10.317085678873523,77.0507477071568,28.770505790000016,30.939239480000023,0.6709299683570862,-0.2035895437002182,28.186174689429155,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.671; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.204; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.77 °C and baseline score is 28.2; targeted shade is a lower-priority option.
UC_17155_2309,10.317085678874696,77.05523928361129,28.29369200000002,31.909957159999976,0.6759018898010254,-0.2289256304502487,26.077777128169934,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.676; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.229; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.29 °C and baseline score is 26.1; targeted shade is a lower-priority option.
UC_17156_2309,10.317085678883736,77.0597308600137,26.58297299,29.01489422000003,0.7480561137199402,-0.3399260640144348,16.401051287459754,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.748; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.340; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 26.58 °C and baseline score is 16.4; targeted shade is a lower-priority option.
UC_17157_2309,10.317085678907462,77.06422243632093,26.752164980000032,29.732678420000013,0.6799439191818237,-0.2237475663423538,23.458086261942928,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.680; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.224; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 26.75 °C and baseline score is 23.5; targeted shade is a lower-priority option.
UC_17158_2309,10.317085678910864,77.06871401289186,26.99826242000006,31.14773869999999,0.6173073053359985,-0.1356179118156433,29.26584779566645,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.617; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.136; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 27.00 °C and baseline score is 29.3; targeted shade is a lower-priority option.
UC_17159_2309,10.317085678887134,77.07320558916874,28.08519278,34.14876026000002,0.536007285118103,-0.0362470410764217,37.5024258911893,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.536; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.036; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.09 °C and baseline score is 37.5; targeted shade is a lower-priority option.
UC_17160_2309,10.31708567887581,77.07769716578663,29.54468731999998,38.03846701999999,0.5167848467826843,-0.0166096296161413,41.431645443220496,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.517; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.017; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.54 °C and baseline score is 41.4; targeted shade is a lower-priority option.
UC_17161_2309,10.31708567888371,77.08218874200787,29.57544949999999,37.891492159999984,0.5459638237953186,-0.0577611476182937,38.9824450695508,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.546; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.058; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.58 °C and baseline score is 39.0; targeted shade is a lower-priority option.
UC_17162_2309,10.31708567891083,77.08668031849713,28.823485100000028,35.772319760000016,0.5544900894165039,-0.0460410229861736,37.973976227747066,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.554; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.046; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.82 °C and baseline score is 38.0; targeted shade is a lower-priority option.
UC_17163_2309,10.31708567891762,77.09117189496529,29.676281090000032,40.591727960000014,0.541328489780426,-0.0274347700178623,40.6344899820619,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.541; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.027; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.68 °C and baseline score is 40.6; targeted shade is a lower-priority option.
UC_17164_2309,10.317085678866803,77.09566347132007,30.64699877000004,39.29629838000005,0.5939503908157349,-0.0805558040738105,38.81015193603727,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.594; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.081; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 30.65 °C and baseline score is 38.8; targeted shade is a lower-priority option.
UC_17165_2309,10.31708567887702,77.10015504771843,27.184544510000023,31.431434360000026,0.7137445211410522,-0.2487709522247314,22.354103527845176,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.714; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.249; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 27.18 °C and baseline score is 22.4; targeted shade is a lower-priority option.
UC_17166_2309,10.31708567890872,77.10464662420763,24.788512490000016,28.485101120000024,0.7846580743789673,-0.357371985912323,11.584546647054186,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.785; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.357; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 24.79 °C and baseline score is 11.6; targeted shade is a lower-priority option.
UC_17167_2309,10.317085678885077,77.10913820062461,23.908372340000028,27.01877053999999,0.8041393160820007,-0.3752237558364868,8.768824477912307,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.804; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.375; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 23.91 °C and baseline score is 8.8; targeted shade is a lower-priority option.
UC_17168_2309,10.317085678885178,77.11362977706355,24.00407690000003,26.97433627999999,0.8041451573371887,-0.3783190548419952,8.800604758555616,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.804; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.378; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 24.00 °C and baseline score is 8.8; targeted shade is a lower-priority option.
UC_17169_2309,10.31708567887401,77.11812135343382,23.80070471000002,26.43087109999999,0.7975980043411255,-0.3747193217277527,8.743708656342108,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.798; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.375; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 23.80 °C and baseline score is 8.7; targeted shade is a lower-priority option.
UC_17170_2309,10.317085678888857,77.12261292987438,24.084400370000026,27.40842482000005,0.8099650144577026,-0.388714075088501,8.346413625352989,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.810; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.389; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 24.08 °C and baseline score is 8.3; targeted shade is a lower-priority option.
UC_17171_2309,10.317085678890164,77.12710450627155,23.809249760000057,26.297568319999986,0.7910640239715576,-0.3773408234119415,8.785724584655425,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.791; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.377; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 23.81 °C and baseline score is 8.8; targeted shade is a lower-priority option.
UC_17191_2309,10.317085678891736,77.21693603474772,39.22964698999999,44.21141114,0.5317481160163879,-0.0030176772270351,59.07612265750802,Medium,Cool / Reflective Roofs,1.1,Low,Built-up intensity is relatively high (NDBI -0.003).,Tree / Vegetation Cover,0.0,Low,NDVI is 0.532; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 39.23 °C and baseline score is 59.1; targeted shade is a lower-priority option.
UC_17192_2309,10.317085678890738,77.22142761104132,39.81071039,45.24707120000005,0.5462978482246399,-0.022582346573472,58.91218334704742,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.546; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.023; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 39.81 °C and baseline score is 58.9; targeted shade is a lower-priority option.
UC_17193_2309,10.317085678863656,77.22591918762444,39.41934710000001,43.85593706000003,0.5707170963287354,-0.0475978888571262,56.5399168948359,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.571; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.048; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 39.42 °C and baseline score is 56.5; targeted shade is a lower-priority option.
UC_17194_2309,10.317085678887386,77.2304107639578,38.85024677000004,42.70406432000004,0.5783165693283081,-0.0509440749883651,55.200014458488646,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.578; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.051; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 38.85 °C and baseline score is 55.2; targeted shade is a lower-priority option.
UC_17195_2309,10.317085678885036,77.23490234037503,39.22964699000002,43.2133493,0.539066731929779,-0.0134811336174607,58.44158269199264,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.539; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.013; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 39.23 °C and baseline score is 58.4; targeted shade is a lower-priority option.
UC_17196_2309,10.317085678898412,77.23939391674871,39.72355088000003,44.38231214000001,0.529015839099884,-0.0125978533178567,59.58993522875368,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.529; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.013; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 39.72 °C and baseline score is 59.6; targeted shade is a lower-priority option.
UC_17197_2309,10.317085678927516,77.24388549327658,39.56290394000001,44.80956464000002,0.4867616295814514,0.0099470494315028,61.25682572596429,Medium,Cool / Reflective Roofs,3.63,Low,Built-up intensity is relatively high (NDBI 0.010).,Tree / Vegetation Cover,0.0,Low,NDVI is 0.487; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 39.56 °C and baseline score is 61.3; targeted shade is a lower-priority option.
UC_17198_2309,10.31708567889321,77.24837706967503,42.20674241,47.092802000000006,0.449228435754776,0.0305077731609344,67.75730820891064,High,Cool / Reflective Roofs,8.15,Low,High heat exposure combines with high built-up intensity (NDBI 0.031).,Shaded Public / Pedestrian Areas,0.87,Low,Heat exposure is elevated (median LST 42.21 °C; baseline score 67.8).,Tree / Vegetation Cover,0.52,Low,NDVI is 0.449; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.
UC_17199_2309,10.317085678835062,77.25286864604833,39.10147124000002,44.90526920000002,0.5090456604957581,-0.0374165847897529,57.79790501237042,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.509; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.037; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 39.10 °C and baseline score is 57.8; targeted shade is a lower-priority option.
UC_17200_2309,10.317085678876264,77.25736022246427,38.60585834000005,41.323184240000046,0.5713338255882263,-0.0767877921462059,53.75067257099035,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.571; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.077; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 38.61 °C and baseline score is 53.8; targeted shade is a lower-priority option.
UC_17201_2309,10.31708567890034,77.2618517989171,37.21472419999998,40.21574576,0.5631142854690552,-0.0513924434781074,52.58495042273428,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.563; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.051; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 37.21 °C and baseline score is 52.6; targeted shade is a lower-priority option.
UC_17202_2309,10.317085678863236,77.26634337528647,36.36021920000002,39.25870015999999,0.5927239060401917,-0.0693286508321762,49.58663215857773,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.593; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.069; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 36.36 °C and baseline score is 49.6; targeted shade is a lower-priority option.
UC_17203_2309,10.317085678888157,77.27083495179654,35.92613066000004,38.817775580000045,0.5756517052650452,-0.0509997867047786,50.01427732064174,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.576; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.051; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 35.93 °C and baseline score is 50.0; targeted shade is a lower-priority option.
UC_17204_2309,10.317085678898184,77.27532652819306,35.31772310000002,40.01579158999999,0.5511304140090942,-0.0247040931135416,50.654183126102936,Medium,Tree / Vegetation Cover,0.0,Low,NDVI is 0.551; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.025; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 35.32 °C and baseline score is 50.7; targeted shade is a lower-priority option.
UC_17205_2309,10.317085678853728,77.27981810453541,36.462759800000015,41.46332305999999,0.558776319026947,-0.0074998904019594,53.31365099896976,Medium,Cool / Reflective Roofs,0.23,Low,Built-up intensity is relatively high (NDBI -0.007).,Tree / Vegetation Cover,0.0,Low,NDVI is 0.559; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 36.46 °C and baseline score is 53.3; targeted shade is a lower-priority option.
UC_17206_2309,10.317085678831724,77.28430968106815,32.95416227000001,39.66886255999998,0.5948899388313293,-0.0514103211462497,44.240718864684055,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.595; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.051; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 32.95 °C and baseline score is 44.2; targeted shade is a lower-priority option.
UC_17207_2309,10.317085678873974,77.28880125739634,31.46219654000004,37.54627214000004,0.5816004276275635,-0.0841372087597847,40.38407554325037,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.582; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.084; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 31.46 °C and baseline score is 40.4; targeted shade is a lower-priority option.
UC_17208_2309,10.317085678905796,77.29329283388218,29.293462850000022,34.47347216000003,0.6390393972396851,-0.1622835993766784,31.695220332696504,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.639; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.162; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.29 °C and baseline score is 31.7; targeted shade is a lower-priority option.
UC_17209_2309,10.317085678887612,77.29778441029191,29.025148280000053,32.02275182000005,0.6651138067245483,-0.1965821385383606,29.08795138433056,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.665; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.197; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.03 °C and baseline score is 29.1; targeted shade is a lower-priority option.
UC_17210_2309,10.317085678858987,77.30227598664015,28.710690440000008,32.11162034,0.655780553817749,-0.2073881328105926,28.24369342367605,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.656; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.207; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.71 °C and baseline score is 28.2; targeted shade is a lower-priority option.
UC_17211_2309,10.317085678859511,77.30676756316925,29.11401680000006,31.810834580000005,0.5957661867141724,-0.1136036962270736,34.53030921150838,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.596; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.114; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.11 °C and baseline score is 34.5; targeted shade is a lower-priority option.
UC_17212_2309,10.317085678891411,77.31125913947955,29.609629700000028,31.80399854000001,0.6206144094467163,-0.1094805300235748,35.053521532145425,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.621; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.109; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.61 °C and baseline score is 35.1; targeted shade is a lower-priority option.
UC_17213_2309,10.317085678877756,77.3157507160214,29.66431802,34.00862144000001,0.5622102618217468,-0.0887369439005851,37.38354498610995,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.562; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.089; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.66 °C and baseline score is 37.4; targeted shade is a lower-priority option.
UC_17104_2310,10.321504603144412,76.82616888615559,27.16916342000001,28.32274517000002,0.8483530879020691,-0.3966823518276214,12.665408111125224,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.848; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.397; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 27.17 °C and baseline score is 12.7; targeted shade is a lower-priority option.
UC_17105_2310,10.321504603128538,76.8306604624992,26.81368934,28.90551758000004,0.8393498659133911,-0.3846352100372314,12.771495538507704,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.839; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.385; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 26.81 °C and baseline score is 12.8; targeted shade is a lower-priority option.
UC_17106_2310,10.321504603135,76.83515203898985,30.73074026000004,34.03254758000003,0.7405416369438171,-0.2688207030296325,27.212400731776075,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.741; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.269; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 30.73 °C and baseline score is 27.2; targeted shade is a lower-priority option.
UC_17107_2310,10.321504603087105,76.83964361537383,32.57305303999999,36.73620140000003,0.6726145148277283,-0.1523734778165817,37.27702587329619,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.673; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.152; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 32.57 °C and baseline score is 37.3; targeted shade is a lower-priority option.
UC_17108_2310,10.321504603063856,76.84413519177413,33.63605726,35.59116470000004,0.6531839370727539,-0.1344109773635864,40.42445904116259,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.653; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.134; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 33.64 °C and baseline score is 40.4; targeted shade is a lower-priority option.
UC_17109_2310,10.321504603102452,76.84862676819832,32.98663346000001,34.777675939999995,0.7211071252822876,-0.2048801183700561,34.573202730734934,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.721; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.205; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 32.99 °C and baseline score is 34.6; targeted shade is a lower-priority option.
UC_17110_2310,10.3215046031262,76.85311834462468,31.08963236,33.12335426000004,0.7552337646484375,-0.2449058592319488,28.60892002941057,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.755; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.245; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 31.09 °C and baseline score is 28.6; targeted shade is a lower-priority option.
UC_17111_2310,10.321504603139704,76.85760992110484,30.69143303000004,33.888990740000054,0.7301607131958008,-0.2085015028715133,30.09406391514025,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.730; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.209; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 30.69 °C and baseline score is 30.1; targeted shade is a lower-priority option.
UC_17112_2310,10.321504603142968,76.8621014974442,32.251759160000006,33.66681944000004,0.7366205453872681,-0.2115684449672699,32.60968587691907,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.737; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.212; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 32.25 °C and baseline score is 32.6; targeted shade is a lower-priority option.
UC_17113_2310,10.321504603135992,76.86659307391605,29.91725150000002,31.629679520000025,0.7817760109901428,-0.2670551836490631,24.91866915164314,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.782; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.267; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 29.92 °C and baseline score is 24.9; targeted shade is a lower-priority option.
UC_17114_2310,10.321504603083865,76.87108465027622,28.97558699000004,29.83180100000004,0.8144271969795227,-0.3466173112392425,18.915852425018464,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.814; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.347; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.98 °C and baseline score is 18.9; targeted shade is a lower-priority option.
UC_17115_2310,10.321504603063312,76.87557622676749,28.303946060000044,30.788846600000056,0.8174571394920349,-0.3326443433761596,18.27500383574193,Low,Tree / Vegetation Cover,0.0,Low,NDVI is 0.817; vegetation cover remains a lower-priority cooling opportunity relative to other interventions.,Cool / Reflective Roofs,0.0,Low,NDBI is -0.333; reflective roofs are a lower-priority option here.,Shaded Public / Pedestrian Areas,0.0,Low,Median LST is 28.30 °C and baseline score is 18.3; targeted shade is a lower-priority option.
